"","ASSDIFF","TRIWALES","SERIALNO","COUNTRY","MODE","INCEN","SAMPLE","REPGROUP","INTDATE","SINTDATE","STRTTIME","ITIME","ADDRESS","PHNOK","CONI","PERNO","ADSEL","CAREWON","WREADPAP","WWHPAPF1","WWHPAPF2","WWHPAPF3","WHPAPER1","WHPAPER2","WHPAPER3","BBC1WALF","BBC1OTHF","BBC2FW","HTVFW","ITVFW","CHANN4FW","S4CFW","BBC1WALE","BBC1OTHR","BBC2","HTVWALES","ITVOTHER","CHANNEL4","S4C","CHANNEL5","SKYNEWS","OTHCHANL","TVNEVER","ELREGON","ELREGSW","POLLING","REGISTSR","REFSTUD","PARTYID","PTYTHNK","PTYCLS","IDSTRNG","VOTED","VOTECOD1","VOTECOD2","VOTECOD3","VOTECOD4","VOTECOD5","NVVOTEC","NVVOTEL","VOTEC","VOTERS2C","VOTRS2CT","VOTEL","SCWBRIT","VOTE1ST","VOTE2ND","DFWNSCW","DFWNSCWT","DFWNGE","DFWNGET","DFWNLOC","DFWNLOCT","VOTESYST","CONFEEL","CONFEELT","LABFEEL","LABFEELT","LDFEEL","LDFEELT","PCFEEL","PCFEELT","UNEMPINC","UNEMPINT","UNEMPWHY","TAXESINC","TAXINCT","TAXESWHY","STNHSINC","STNHSINT","STNHSWHY","EDSTDINC","EDSTDINT","EDSTDWHY","SLIVINC","SLIVINT","SLIVWHY","NLBINTWC","NLBINWCT","NLBINTMC","NLBINMCT","NLBINTEN","NLBINENT","NLBINTSW","NLBINSWT","NLBINTWL","NLBINWLT","SWLINTWC","SWLINWCT","SWLINTMC","SWLINMCT","SWLINTEN","SWLINENT","SWLINTSW","SWLINSWT","SWLINTWL","SWLINWLT","NATINTWC","NATINWCT","NATINTMC","NATINMCT","NATINTEN","NATINENT","NATINTSW","NATINSWT","NATINTWL","NATINWLT","CONINTWC","CONINWCT","CONINTMC","CONINMCT","CONINTEN","CONINENT","CONINTSW","CONINSWT","CONINTWL","CONINWLT","ECPOLICY","ECPOLICT","TAXSPEND","TAXSPEN2","PRIVEDUC","PRIVEDUT","RIDPOVTY","RIDPOVTT","ELPPRMED","ELPPRMDT","GOVNHSS","GOVNHSST","SWLEARN","SWLEART","SWLIV","SWLIVT","SWASHMD","SWASHMDT","SWCRIT","SWCRITT","SWPROUD","SWPROUDT","UKINTNAT","UKINTNTT","NATINNAT","NATINNTT","PARASSAB","PARASABT","PARASSMO","PARASMOT","PARASSWO","PARASWOT","LOSETCH","LOSETCHT","VOTEINTR","VOTEINTT","PTYNTMAT","PTYNTMTT","SRSOCCL1","SRSOCCL2","SRSOCCL","CONFLCT2","CONFLMCH","CONFLICT","NATCLASS","NATID","NATIDT","CITZBLIV","CITZBNLI","CITZNBLI","CITZPAR","CITZGPAR","WALEPARL","WALEPAR2","WP1AT","WP1BT","WP1CT","WALEPART","WALP2AT","WALP2BT","WP2CT","WALP2DT","WALEPR2T","VOTESYSW","WALSHIND","WILLINFL","OUGHINFL","LEAVEUK","VOICEUK","SAYINGOV","INCRSSOL","IMPRVED","RGIM1ST2","RGIMNOT2","FAIRSHAR","FAIRSHAT","RICHLAW","RICHLAWT","TRADVALS","TRADVALT","CENSOR","CENSORT","TUNTNEED","TUNTNEET","PRIVENT","PRIVENTT","PUBLCOWN","PUBLCOWT","GOVRESP1","GOVRSP1T","PUBMEET","PUBMEETT","GAYSEX","GAYSEXT","TOLERANT","TOLERNTT","BANPARTY","BANPARTT","RTXSPD","NLBTXSPD","SWLTXSPD","PCTXSPD","CONTXSPD","RTST","RTSSTT","RTXSPDT","NLBTST","NLBTSSTT","NLBTXSPT","SWLTST","SWLTSSTT","SWLTXSPT","PCTST","PCTSSTT","PCTXSPT","CONTST","CONTSSTT","CONTXSPT","WELSLANG","WLLIVLAN","WLLVLANT","WELSHDIF","WELSDIFT","WELSHWEL","WELSWELT","WELSHJOB","WELSJOBT","WELSHSUF","WELSSUFT","WELSHNSW","WELSNSWT","WELSHSEN","WELSSENT","CARWONLC","VOTDLC","VOTELC","LOCSCWBR","CTAXVAL","CTAXVALT","VOTEUKGE","RWELSHSP","SPSWELSP","SPSWELST","CHDWELSP","CHDWELST","PARWELSP","PARWELST","GPRWELSP","GPRWELST","RSEX","VAR00001","RAGECAT","RSEXAGE","BESTNATW","NATIONW","NATIONMX","RACEORI2","RACEFW1T","RACEFW2T","RACEFW3T","RACEORIT","RELIGION","RELIGSUM","RELGSUMS","FAMRELIG","FRLSUM","FRLSUMS","CHATTEND","RBORN","LIVEWASC","TENURE","TENURE2","TENURE5","MARSTAT2","MARSTT","MARSTAT","MARRIED","RECONACT","RECONAT","SECONACT","SECONAT","R2LASTJB","R2EMPLYE","SUPMAN2","R2OCSEC2","R2OCSECT","EMPWORK","R2JBHRSI","R2JBHRCI","R2PARTFL","R2ECONPS","R2MANUAL","R2SOC","R2EMPSTA","SIC92","R2SICGP","R2MINGRP","R2SMAJGP","R2MAJGRP","R2SEG2","R2SEG","R2SEGGRP","R2SEGGP2","R2SOCCLS","R2SOCCL2","R2RGCLAS","R2GHCLAS","R2GHGRP","P2LASTJB","P2EMPLOY","SUPMAN3","P2OCSEC2","P2OCSECT","EMPWORK2","P2JBHRSI","P2JBHRCI","P2PARTFL","P2ECONPS","P2MANUAL","P2SOC","P2EMPSTA","SIC93","P2SICGP","P2MINGRP","P2SMAJGP","P2MAJGRP","P2SEG2","P2SEG","P2SEGGRP","P2SOCCLS","P2SOCCL2","P2RGCLAS","P2GHCLAS","P2GHGRP","UNIONSA2","MAININC","MAININCT","SCHQUAL","SCHQFW01","SCHQFW02","SCHQFW03","SCHQFW04","SCHQFW05","PSCHQUAL","PSCHQF01","PSCHQF02","PSCHQF03","PSCHQF04","PSCHQF05","PSCHQF06","PSCHQF07","EDUCFWT","EDUCFW1T","EDUCFW2T","EDUCFW3T","EDUCFW4T","EDUCFW5T","EDUCFW6T","EDUCFW7T","HEDQUAL","VOTE97","REFVOTEW","NTRFVOTW","PHONE2","PHLINES","PHSUP","PHDIR","PHPERS","PHSHR","SHRNUM","PHSUP2","PHDIR2","PHPERS2","PHSHR2","SHRNUM2","PHSUP3","PHDIR3","PHPERS3","PHSHR3","SHRNUM3","PHSUP4","PHDIR4","PHPERS4","PHSHR4","SHRNUM4","MOBILE","MOBLINES","PHONEBCK","ADDRESS2","STABLE","ENDTIME","INTLEN","SINTLEN","DATEINTD","DATEINTM","DATEINTY","SELFCOMP","INTNO","RESPOUTC","TNC","DUNO","DUSEL1","PERSNO","PERSSEL","SECTOR","CONSTIT","WARD","POPDEN","POPBAND","EMPMANAG","NONWHITE","HOUSEDET","FLATPURP","HOUSECHD","HOHRETIR","OWNOCC","PROPREP","PROPRNAT","SWLEAFLT","SWADVERT","SWVOTDIF","SWSYSDIF","SWQUIZ1","SWQUIZ2","SWQUIZ3","SWQUIZ4","SWQUIZ5","SWQUIZ6","SWQUIZ7","SWQUIZ8","SWQUIZ9","SWVOTE1","SWVOTE2","SWVOTE3","SWVOTE4","ELECTSY1","ELECTSY2","SWVOTSY1","SWVOTSY2","SWVOTSY3","SWVOTSY4","SWVOTSY5","SWVOTSY6","SWVOTSY7","SWVOTSY8","NUMBMPS","GOVCOAL1","GOVCOAL2","SWELFAIR","SWPTYCAR","SWPTYNEC","SWVOTEDF","QTIME","SQDATE2","SQDATE2D","SQDATE2M","SCOTMAIN","SCOTSC","SC","P2SEGGP2","WALESLA","SPKWELSH","COALITSC","COALITW","WALEMAIN","WALESC","SCOTSAMP","SAMP","SWINTEN","SWINTWL","WTFACTOR","TYPEVOTE","CON","LAB","LIBDEM","PC","BBCWALES","HTV","MORENO","REFVOTED","REFVOTEY","CONSTI","VOTEORNO","CIRCUMST","VOLUNTAB","RECODSEX","RAGE","CLASS","WALESBOR","RECODCON","CYMRAEG","MPSLSTCH","WANTVOTE","REFVOTNO","NOGOODMP","NOGGPRTY","ANGLICAN","FILTER_$","TRIIDS"
"1",-3,1,1010002,2,1,2,1,NA,"24051999","24051999",1439,NA,NA,NA,NA,NA,NA,2,1,2,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,2,2,2,2,2,2,1,-1,-1,1,1,2,2,-1,2,0,14,96,96,96,96,2,2,-1,-1,NA,-1,-1,-1,-1,1,NA,4,NA,4,NA,2,5,NA,2,NA,4,NA,3,NA,4,NA,2,2,NA,1,4,NA,1,8,NA,9,4,NA,1,3,NA,1,NA,8,NA,3,NA,3,NA,3,NA,2,NA,8,NA,3,NA,3,NA,1,NA,1,NA,4,NA,2,NA,1,NA,4,NA,1,NA,2,NA,3,NA,4,NA,5,NA,3,NA,1,NA,1,NA,5,NA,1,NA,5,NA,1,NA,1,NA,2,NA,4,NA,4,NA,4,NA,1,NA,4,NA,2,NA,1,NA,1,NA,1,NA,4,1,1,1,2,2,4,2,NA,1,2,8,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,2,2,2,2,3,5,5,NA,1,NA,1,NA,1,NA,5,NA,4,NA,2,NA,4,NA,2,NA,3,NA,2,NA,4,NA,6,6,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,2,NA,3,NA,2,NA,2,NA,2,NA,2,NA,2,2,NA,NA,4,NA,2,1,3,NA,3,NA,3,NA,1,NA,1,NA,5,5,2,2,NA,9,NA,NA,NA,NA,8,3,3,9,3,3,5,2,58,1,1,1,1,NA,1,1,3,NA,3,NA,-1,1,3,1,NA,5,44,4,1,1,2,862,9,24,4,86,19,8,13,10,6,5,4,5,5,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,NA,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,3,1525,46,46,NA,NA,NA,61,412,51,2,1,-1,2,1,"NP3",49,"PLMJ",6.53,3,NA,0.6,1.8,11.4,32.9,31.9,65.6,4,4,1,1,9,8,1,2,1,8,8,8,8,8,8,3,3,3,3,1,2,2,4,4,2,3,3,3,2,1,9,2,1,3,3,5,2,24051999,24,5,NA,NA,1,5,"PL",2.3,2,2,1,1,0,2,NA,NA,1.001458007,2,0,1,0,0,1,1,4,1,0,1,0,0,1,0,58,1,1,1,1,1,1,1,1,1,0,1,1
"2",0,1,1010004,2,1,2,1,NA,"10061999","10061999",1844,NA,NA,NA,NA,NA,NA,1,1,2,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,2,1,2,2,2,2,1,-1,-1,1,1,2,2,-1,2,1,-1,-1,-1,-1,-1,-1,-1,2,1,NA,2,2,2,98,2,NA,2,NA,2,NA,8,4,NA,1,NA,3,NA,3,NA,8,NA,9,8,NA,9,8,NA,9,3,NA,1,2,NA,1,2,NA,2,NA,8,NA,8,NA,8,NA,8,NA,8,NA,8,NA,2,NA,2,NA,8,NA,8,NA,8,NA,2,NA,2,NA,3,NA,2,NA,8,NA,8,NA,8,NA,3,NA,3,NA,3,NA,2,NA,3,NA,1,NA,3,NA,2,NA,4,NA,3,NA,3,NA,3,NA,2,NA,4,NA,3,NA,2,NA,3,NA,3,NA,3,NA,4,2,2,2,NA,3,4,1,NA,1,1,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,1,1,2,1,1,1,1,2,6,2,NA,3,NA,3,NA,3,NA,4,NA,3,NA,3,NA,2,NA,3,NA,4,NA,3,NA,3,NA,4,6,6,98,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,3,NA,3,NA,3,NA,3,NA,3,NA,4,NA,1,1,2,1,4,NA,2,1,3,NA,3,NA,3,NA,1,NA,2,NA,2,10,2,2,NA,9,NA,NA,NA,NA,0,5,5,0,5,5,NA,2,25,3,2,3,3,NA,3,2,5,NA,-1,NA,1,1,3,1,NA,1,16,2,2,7,1,720,9,52,7,72,18,7,9,6,4,3,3,3,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,1,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,NA,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,2,1923,39,39,NA,NA,NA,61,412,51,6,1,-1,1,-1,"NP3",49,"PLMB",6.53,3,NA,0.6,1.8,11.4,32.9,31.9,65.6,2,3,4,3,3,2,8,2,8,2,8,8,8,8,8,4,3,3,8,1,1,3,2,3,2,8,2,2,2,1,2,4,3,2,2,4,2,10061999,10,6,NA,NA,1,3,"PL",2.3,1,1,1,1,0,2,NA,NA,0.60695145,1,0,1,0,0,1,1,5,1,1,3,1,0,0,1,25,0,1,3,1,3,3,0,0,0,0,1,1
"3",0,1,1010007,2,1,1,1,NA,"20051999","20051999",1413,NA,NA,NA,NA,NA,NA,1,2,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,1,1,2,1,-1,-1,1,1,2,2,-1,3,0,5,96,96,96,96,5,7,-1,-1,NA,-1,-1,-1,-1,2,NA,2,NA,4,NA,1,5,NA,2,NA,3,NA,2,NA,4,NA,2,8,NA,9,3,NA,2,5,NA,2,4,NA,2,4,NA,3,NA,3,NA,4,NA,4,NA,2,NA,2,NA,3,NA,2,NA,2,NA,2,NA,2,NA,3,NA,1,NA,1,NA,4,NA,1,NA,8,NA,3,NA,3,NA,1,NA,3,NA,4,NA,2,NA,4,NA,2,NA,4,NA,3,NA,4,NA,4,NA,2,NA,4,NA,3,NA,4,NA,2,NA,2,NA,3,NA,2,NA,4,NA,4,2,2,1,1,1,1,1,NA,1,1,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,3,3,3,3,3,6,4,NA,1,NA,2,NA,2,NA,5,NA,4,NA,3,NA,4,NA,2,NA,4,NA,3,NA,2,NA,2,7,6,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,2,NA,2,NA,2,NA,4,NA,2,NA,3,NA,2,2,NA,NA,5,NA,3,1,3,NA,2,NA,3,NA,2,NA,1,NA,3,3,2,2,NA,9,NA,NA,NA,NA,0,5,5,8,3,3,7,2,36,3,2,3,2,NA,2,1,3,NA,8,NA,-1,1,3,1,NA,4,38,4,1,1,2,537,9,35,4,53,14,5,12,9,5,4,3,4,4,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,6,NA,NA,NA,NA,1,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,1,1,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1500,47,47,NA,NA,NA,61,412,51,2,1,-1,2,2,"NP3",49,"PLMH",6.53,3,NA,0.6,1.8,11.4,32.9,31.9,65.6,1,2,8,5,8,2,1,1,1,4,1,1,3,3,3,1,3,3,2,1,1,4,2,4,2,3,2,3,1,1,3,9,1,4,2,5,2,20051999,20,5,NA,NA,1,4,"PL",2.3,1,1,1,1,0,2,NA,NA,1.146023587,3,0,1,0,0,0,0,5,0,0,3,0,1,0,0,36,0,1,3,1,3,2,0,0,1,0,1,1
"4",0,1,1010008,2,1,2,1,NA,"12061999","12061999",1655,NA,NA,NA,NA,NA,NA,2,1,2,5,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,1,1,2,2,2,2,1,-1,-1,1,1,2,2,-1,2,0,11,96,96,96,96,2,2,-1,-1,NA,-1,-1,-1,-1,2,NA,2,NA,2,NA,2,5,NA,1,NA,3,NA,3,NA,3,NA,1,4,NA,1,1,NA,1,2,NA,1,2,NA,1,1,NA,2,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1,NA,1,NA,3,NA,2,NA,3,NA,2,NA,1,NA,1,NA,3,NA,1,NA,2,NA,3,NA,4,NA,3,NA,2,NA,4,NA,1,NA,1,NA,1,NA,2,NA,2,NA,2,NA,2,NA,3,NA,1,NA,2,NA,4,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,2,NA,3,1,1,NA,1,1,1,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,2,1,1,1,1,3,6,2,NA,2,NA,2,NA,2,NA,1,NA,1,NA,2,NA,2,NA,3,NA,2,NA,2,NA,3,NA,2,2,3,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,2,NA,4,NA,2,NA,3,NA,8,NA,4,NA,2,2,NA,NA,5,NA,2,1,3,NA,3,NA,3,NA,3,NA,2,NA,5,13,2,2,NA,9,NA,NA,NA,NA,0,5,5,3,1,3,7,2,55,3,2,3,1,NA,1,1,10,NA,3,NA,-2,-2,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,-1,1,3,1,NA,2,34,4,1,1,1,722,9,50,7,72,18,7,9,6,4,3,3,3,10,5,3,1,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1739,44,44,NA,NA,NA,61,412,51,4,1,-1,2,2,"NP3",49,"PLMJ",6.53,3,NA,0.6,1.8,11.4,32.9,31.9,65.6,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,2,2,3,2,2,2,1,2,2,1,1,1,1,2,12061999,12,6,NA,NA,1,NA,"PL",2.3,1,1,1,1,0,2,NA,NA,1.11035902,3,0,1,0,0,1,1,5,1,1,2,0,1,0,1,55,0,1,2,1,2,2,0,1,1,0,1,1
"5",2,1,1010009,2,1,1,1,NA,"26051999","26051999",1535,NA,NA,NA,NA,NA,NA,1,1,5,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,2,1,2,2,2,2,1,-1,-1,1,1,1,1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,1,1,NA,1,2,1,3,4,NA,2,NA,4,NA,1,3,NA,3,NA,3,NA,4,NA,2,NA,2,8,NA,9,4,NA,2,8,NA,9,1,NA,1,2,NA,2,NA,8,NA,3,NA,3,NA,2,NA,2,NA,2,NA,2,NA,3,NA,2,NA,3,NA,4,NA,1,NA,1,NA,3,NA,2,NA,3,NA,4,NA,3,NA,1,NA,2,NA,5,NA,1,NA,4,NA,1,NA,3,NA,1,NA,4,NA,4,NA,5,NA,3,NA,3,NA,1,NA,4,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,1,1,1,2,3,NA,1,1,2,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,3,3,3,3,3,3,5,3,NA,2,NA,3,NA,2,NA,4,NA,1,NA,4,NA,3,NA,3,NA,3,NA,4,NA,4,NA,2,8,3,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,3,NA,2,NA,2,NA,2,NA,3,NA,1,1,7,1,4,NA,1,1,3,NA,3,NA,3,NA,3,NA,2,NA,7,15,1,1,NA,9,NA,NA,NA,NA,3,1,3,3,1,3,5,2,78,1,1,1,5,NA,4,3,9,NA,-1,NA,4,1,3,1,NA,1,25,3,2,9,1,720,9,51,7,72,18,7,9,6,4,3,3,3,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,2,NA,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,2,1624,49,49,NA,NA,NA,61,412,51,4,1,-1,1,-1,"NP3",49,"PLMH",6.53,3,NA,0.6,1.8,11.4,32.9,31.9,65.6,2,2,3,3,4,2,2,2,1,1,3,2,8,2,8,2,3,3,2,2,2,3,3,4,2,8,2,3,2,1,2,2,2,3,4,2,3,26051999,26,5,NA,NA,1,3,"PL",2.3,2,2,1,1,0,2,NA,NA,0.55810818,1,1,0,0,0,1,1,3,1,0,1,1,0,0,1,78,0,1,1,1,2,2,1,1,1,1,1,2
"6",-1,1,1010011,2,1,1,1,NA,"22051999","22051999",1147,NA,NA,NA,NA,NA,NA,2,1,2,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,2,2,2,2,2,2,1,-1,-1,1,1,3,3,-1,2,0,3,96,96,96,96,2,2,-1,-1,NA,-1,-1,-1,-1,1,NA,2,NA,2,NA,1,5,NA,2,NA,2,NA,5,NA,4,NA,1,8,NA,9,3,NA,2,2,NA,1,3,NA,1,2,NA,1,NA,2,NA,3,NA,3,NA,2,NA,2,NA,3,NA,2,NA,2,NA,3,NA,3,NA,4,NA,2,NA,2,NA,4,NA,3,NA,3,NA,4,NA,4,NA,2,NA,3,NA,2,NA,1,NA,4,NA,1,NA,2,NA,1,NA,5,NA,4,NA,4,NA,3,NA,2,NA,4,NA,8,NA,2,NA,1,NA,2,NA,2,NA,4,2,2,1,2,2,4,2,NA,1,2,1,2,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,1,3,3,3,1,3,4,5,2,NA,2,NA,2,NA,2,NA,4,NA,3,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3,NA,3,4,6,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,2,NA,2,NA,5,NA,2,NA,2,NA,3,NA,2,2,NA,NA,4,NA,2,1,3,NA,3,NA,3,NA,3,NA,2,NA,7,15,1,1,NA,9,NA,NA,NA,NA,7,3,3,7,3,3,7,2,74,1,1,1,1,NA,1,1,9,NA,9,NA,5,1,3,1,NA,1,40,4,1,9,2,660,9,93,15,66,16,6,10,7,6,5,3,4,4,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,1,NA,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,2,1232,45,45,NA,NA,NA,61,412,51,2,1,-1,2,1,"NP3",49,"PLMF",6.53,3,NA,0.6,1.8,11.4,32.9,31.9,65.6,2,2,1,1,2,3,1,1,1,2,2,3,3,3,2,2,2,2,2,2,2,2,2,4,2,2,2,1,1,2,2,1,1,5,4,2,3,22051999,22,5,NA,NA,1,5,"PL",2.3,2,2,1,1,0,2,NA,NA,1.11631937,3,0,0,1,0,1,1,4,1,1,2,0,1,0,1,74,0,1,2,1,1,2,0,1,1,0,1,1
"7",2,1,1010015,2,1,1,1,NA,"21051999","21051999",1826,NA,NA,NA,NA,NA,NA,2,2,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,2,1,2,1,1,2,1,-1,-1,1,1,2,2,-1,3,0,6,96,96,96,96,98,2,-1,-1,NA,-1,-1,-1,-1,4,NA,2,NA,1,NA,1,5,NA,2,NA,3,NA,4,NA,3,NA,2,1,NA,2,8,NA,9,8,NA,9,2,NA,2,3,NA,3,NA,3,NA,3,NA,4,NA,3,NA,3,NA,3,NA,3,NA,3,NA,8,NA,8,NA,3,NA,2,NA,2,NA,4,NA,3,NA,3,NA,3,NA,4,NA,5,NA,3,NA,3,NA,1,NA,5,NA,1,NA,3,NA,5,NA,4,NA,5,NA,5,NA,4,NA,4,NA,2,NA,3,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,1,1,1,1,7,NA,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,2,2,3,3,2,3,3,5,2,NA,3,NA,3,NA,4,NA,1,NA,3,NA,5,NA,4,NA,2,NA,1,NA,2,NA,5,NA,8,6,9,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,4,NA,4,NA,5,NA,1,NA,2,NA,2,NA,2,2,NA,NA,4,NA,0,1,3,NA,3,NA,3,NA,3,NA,1,NA,4,4,1,1,NA,9,NA,NA,NA,NA,1,3,3,1,3,3,7,2,48,2,1,2,1,NA,1,1,3,NA,3,NA,-1,1,2,1,NA,5,46,4,1,1,2,516,8,28,4,51,13,5,11,8,5,4,3,4,4,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,6,NA,NA,NA,NA,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,2,1907,41,41,NA,NA,NA,61,412,51,1,1,-1,2,1,"NP3",49,"PLMF",6.53,3,NA,0.6,1.8,11.4,32.9,31.9,65.6,1,2,1,4,9,3,1,2,1,9,9,9,9,9,9,2,9,9,4,2,2,8,8,4,8,8,8,4,2,2,9,2,5,5,1,2,2,21051999,21,5,NA,NA,1,4,"PL",2.3,2,2,1,1,0,2,NA,NA,1.001458007,2,0,1,0,0,1,1,NA,0,0,1,0,0,1,0,48,0,1,1,1,2,2,0,1,1,0,1,NA
